"filename", "language", "C++", "Python", "BibTeX", "LaTeX", "Log", "Markdown", "CUDA C++", "Typst", "XML", "HTML", "comment", "blank", "total"
"/home/lagranzhai/ojexercise/luogu/3811.cpp", "C++", 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 51
"/home/lagranzhai/ojexercise/luogu/3812.cpp", "C++", 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40
"/home/lagranzhai/ojexercise/luogu/3850.cpp", "C++", 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 136
"/home/lagranzhai/ojexercise/luogu/3857.cpp", "C++", 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54
"/home/lagranzhai/ojexercise/luogu/3865.cpp", "C++", 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 47
"/home/lagranzhai/ojexercise/luogu/3868.cpp", "C++", 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 43
"/home/lagranzhai/ojexercise/luogu/3916.cpp", "C++", 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 2, 82
"/home/lagranzhai/ojexercise/luogu/3919.cpp", "C++", 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 67
"/home/lagranzhai/ojexercise/luogu/3950.cpp", "C++", 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 119
"/home/lagranzhai/ojexercise/luogu/3957.cpp", "C++", 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 1, 71
